RestaurantName,Category,Pricing,Locality,DiningRating,DiningReviewCount,DeliveryRatingCount
Zooby's Kitchen,"North Indian, Chinese, Mughlai, Beverages",900," Jasola, New Delhi",4.4,769,1905
Creme Castle,"Bakery, Desserts",800," Knowledge Park, Greater Noida",4.4,1871,14700
La Piazza - Hyatt Regency,"Italian, Salad, Fast Food, Beverages",4500," Hyatt Regency, Bhikaji Cama Place, New Delhi",4.4,695,149
Zambar,"South Indian, Seafood, Kerala, Beverages",600," Ambience Mall, DLF Phase 3, Gurgaon",4.4,2141,919
The Clay Oven,"North Indian, Mughlai, Chinese, Desserts, Beverages",2000," Green Park, New Delhi",4.4,1199,2749
Cantino,"North Indian, Chinese, Pasta, Pizza",850," Delhi University-GTB Nagar, New Delhi",4.4,1468,9
Cafe Delhi Heights,"Asian, Modern Indian, Continental, Cafe, Italian, Biryani",1500," Cross Point Mall, DLF Phase 4, Gurgaon",4.4,2064,936
The Pavilion - ITC Maurya,"North Indian, South Indian, Italian, Chinese, Fast Food",4800," ITC Maurya, Chanakyapuri, New Delhi",4.4,769,0
Orient Express - Taj Palace,European,8000," Taj Palace, Chanakyapuri, New Delhi",4.4,284,0
Folks,"North Indian, Chinese, Continental, Bar Food, Beverages",1800," Sector 16, Faridabad",4.4,855,491
Striker Skybar,"North Indian, Continental, Italian, Oriental",1500," South Point Mall, Golf Course Road, Gurgaon",4.4,924,1
Kaarobaar : The Modern - Desi Bistro,"Fast Food, North Indian, Mughlai, Kebab, Beverages, Momos, Italian",550," Rajinder Nagar, New Delhi",4.4,447,1901
Smoke House Deli,"Italian, Continental, Fast Food, Desserts, Beverages",1400," DLF Avenue, Saket, New Delhi",4.4,1797,1599
Roots - Cafe In The Park,"North Indian, Street Food, Desserts",750," Sector 29, Gurgaon",4.4,2759,1060
La La Land Brew Pub,"Finger Food, North Indian, Continental, Chinese, Street Food, Desserts, Beverages",2200," Global Foyer Mall, Golf Course Road, Gurgaon",4.4,502,2
Sweet Obsession Bakery,"Bakery, Desserts, Italian, Salad",700," South Point Mall, Golf Course Road, Gurgaon",4.4,1413,4355
Only Bar,"North Indian, Chinese, Street Food, Fast Food, Continental, Mughlai, Beverages, Biryani",1100," Nehru Place, New Delhi",4.4,1369,17
Another Fine Day,"Cafe, Mediterranean, Salad, Continental",800," Golf Course Road, Gurgaon",4.4,1017,3604
Sandwedges,Fast Food,200," Raj Nagar, Ghaziabad",4.4,808,55
QD's Restaurant,"Chinese, North Indian, Italian, Fast Food, Ice Cream, Beverages",1100," Lajpat Nagar 2, New Delhi",4.4,1265,3783
The Irish House,"European, American, Bar Food, Finger Food, Continental",1600," DLF Mall of India, Sector 18,  Noida, Noida",4.4,1209,0
The Hong Kong Club - Andaz Delhi,Cantonese,3500," Andaz Delhi, Aerocity, New Delhi",4.4,422,0
Chi Ni - The Roseate,"Chinese, Seafood, Desserts",4000," The Roseate, Kapashera, New Delhi",4.4,500,2
AKU'S - The Burger Co.,"Burger, American",600," Defence Colony, New Delhi",4.4,634,4723
World Trail,"Cafe, Burger, Italian, Fast Food, Desserts, Pizza",500," Sector 135, Noida",4.4,1107,8577
Baa Bistro,"North Indian, Kebab, Chinese, Beverages, South Indian",500," Mayur Vihar Phase 1, New Delhi",4.4,524,4032
Singh Sahib,"North Indian, Chinese, Mughlai",1300," Sector 5, Dwarka, New Delhi",4.4,844,9458
Shiv Tikki Wala,"Street Food, North Indian",300," Karkardooma, New Delhi",4.4,1365,66
Sagar Ratna,"South Indian, North Indian",600," Defence Colony Main Market, Defence Colony, New Delhi",4.4,1006,8844
Sibang Bakery,"Beverages, Desserts",500," South Point Mall, Golf Course Road, Gurgaon",4.4,497,2617
Bhalla King,"Chinese, Street Food, Fast Food, Desserts, Mithai",300," Hauz Khas, New Delhi",4.4,501,8463
Punjabi By Nature,"North Indian, Mughlai, Desserts, Beverages",2400," Ambience Mall, Vasant Kunj, New Delhi",4.4,2426,2592
Potli,"North Indian, Mughlai, Chinese, Biryani, Rolls, Momos",600," Central Arcade, DLF Phase 2, Gurgaon, Gurgaon",4.4,681,1100
Gung -The Palace,Korean,3000," Sector 29, Gurgaon",4.4,448,166
The Asian Tuk Tuk,"Asian, Japanese, Momos",800," East of Kailash, New Delhi",4.4,723,766
Chaiyum,"Pizza, Fast Food, Beverages",550," Sector 10, Dwarka, New Delhi",4.4,2154,3334
Dakshin - Sheraton New Delhi Hotel,South Indian,3000," Sheraton New Delhi Hotel, Saket, New Delhi",4.4,438,0
The Joint Cafe,"Cafe, Burger, Italian, American, Steak, Beverages",1400," DLF Galleria, DLF Phase 4, Gurgaon",4.4,1445,6522
Unplugged Courtyard,"North Indian, Continental, Asian",1600," Udyog Vihar, Gurgaon",4.4,1366,9
Moti Mahal Delux- Legendary Culinary,"North Indian, Mughlai, Chinese, Desserts, Beverages",1700," South Extension 2, New Delhi",4.4,841,1652
Nik Baker's,"Bakery, Desserts, Fast Food",600," Greater Kailash 2 (GK2), New Delhi",4.4,1080,352
Matamaal - The Kashmiri Restaurant,Kashmiri,1300," Sikandarpur, Gurgaon",4.4,700,1745
Uno Pizzeria & Grill,"American, Italian, Mexican, Pizza, Beverages",1400," Gardens Galleria, Sector 38 Noida, Noida",4.4,666,612
Spice Art - Crowne Plaza,"North Indian, Awadhi, Kebab, Mughlai, Asian, Beverages",3500," Crowne Plaza Hotel, Rohini, New Delhi",4.4,664,0
California Burrito,"Mexican, American, Beverages",500," Sohna Road, Gurgaon",4.4,471,4120
Pra Pra Prank,"Asian, Modern Indian",2100," Cyber Hub, DLF Cyber City, Gurgaon",4.4,1933,0
Fat Lulu's Cafe & Bar,"Cafe, Fast Food, Beverages, Pasta, Pizza, Italian",800," Supermart 1, DLF Phase 4, Gurgaon",4.4,1526,7824
Blue Tokai Coffee Roasters,"Coffee, Burger, Sandwich, Pasta, Lebanese",500," Champa Gali, Saket, New Delhi",4.4,1341,2166
Biryani Badshah,"Biryani, North Indian, Chinese, Seafood",700," Connaught Place, New Delhi",4.4,584,7102
BreadTalk,"Bakery, Fast Food, Desserts",450," Select Citywalk Mall, Saket, New Delhi",4.4,508,1359
Baris,"Mediterranean, Turkish, Middle Eastern, Kebab, Lebanese",2000," Greater Kailash 3 (GK3), New Delhi",4.4,654,592
Tossin Pizza,"Pizza, Fast Food, Pasta, Beverages",600," DLF Galleria, DLF Phase 4, Gurgaon",4.4,2441,32600
Eleven Course,"North Indian, Chinese, Italian, Mexican, Lebanese, Beverages",2000," Rohini, New Delhi",4.4,828,248
Fez,"Lebanese, Italian, North Indian, Salad",2000," DLF Phase 5, Gurgaon",4.4,723,854
Amar Jyoti,"North Indian, Mughlai, Momos, Chinese, Rolls, Beverages",600," Sarojini Nagar, New Delhi",4.4,819,3043
Crudo Juicery & Salad Bar,"Healthy Food, Salad, Beverages",500," DLF Galleria, DLF Phase 4, Gurgaon",4.4,438,5392
Lakshmi Coffee House,South Indian,300," Brahmaputra Shopping Complex, Sector 29, Noida, Noida",4.4,1173,3189
Whipped,"Bakery, Desserts, Coffee, Fast Food",800," Greater Kailash 2 (GK2), New Delhi",4.4,1658,7439
Threads Cafe,"Cafe, Fast Food, Desserts",900," Shahpur Jat, New Delhi",4.4,441,94
Viva - All Day Dining - Holiday Inn,"North Indian, Asian, European",3000," Holiday Inn, Aerocity, New Delhi",4.4,1162,13
Paranda - Vivanta by Taj,"North Indian, Mughlai",2500," Vivanta by Taj, Suraj Kund, Faridabad",4.4,499,0
Kitchen Of Awadh,"Mughlai, Awadhi",1000," Supermart 1, DLF Phase 4, Gurgaon",4.4,936,1692
Dhaba 29,"North Indian, Kebab, Beverages",1400," Sector 29, Gurgaon",4.4,831,5075
EEST - The Westin Gurgaon,"Asian, Japanese, Thai, Chinese",3500," The Westin Gurgaon, Sector 29, Gurgaon",4.4,479,0
Seasonings - The Spice Mysteries,"North Indian, Mughlai, Chinese, Italian",1500," Ashok Vihar Phase 2, New Delhi",4.4,994,919
Bella Italia - Holiday Inn,Italian,2500," Holiday Inn, Aerocity, New Delhi",4.4,591,0
Neung Roi - Radisson Blu Plaza Delhi Airport,"Thai, Asian",2000," Radisson Blu Plaza Delhi Airport, Mahipalpur, New Delhi",4.4,437,2
Rolls Mania,"Rolls, Fast Food, Beverages",400," Indirapuram, Ghaziabad",4.4,767,15700
The Coffee Shop,"Cafe, Fast Food, Beverages",900," PVR Anupam Complex, Saket, New Delhi",4.4,760,1844
Sikandrabadi,"North Indian, Biryani",1000," Sector 135, Noida",4.4,704,3082
RollsKing,"Rolls, Sandwich, Fast Food, Beverages",400," Sector 18, Noida",4.4,1574,300
Kung Fu Kitchen,"Thai, Chinese, Momos",700," Sector 93, Noida",4.4,1297,3227
Tastebaaz,"North Indian, Chinese, Rolls",500," Rajouri Garden, New Delhi",4.4,474,8470
Oh So Stoned,"Ice Cream, Desserts, Beverages",400," Cyber Hub, DLF Cyber City, Gurgaon",4.4,628,1264
Wakhra Swaad,"North Indian, Mughlai, Rolls, Chinese",1000," Hajipur, Noida",4.4,598,12400
Tamasha,"Asian, North Indian, Continental, Italian",1600," Connaught Place, New Delhi",4.3,9598,4
Local,"North Indian, Continental, Beverages, Italian",1600," Connaught Place, New Delhi",4.3,7613,0
Banter,"North Indian, Continental, Italian, Beverages",2300," Rajinder Nagar, New Delhi",4.3,1651,0
Ministry Of Beer,"Continental, Italian, Asian, North Indian, Beverages",1700," Connaught Place, New Delhi",4.3,3615,0
The Junkyard Cafe,"North Indian, Mediterranean, Asian, Italian",1500," Connaught Place, New Delhi",4.3,7213,0
Amour Bistro,"Continental, Italian, Fast Food, Raw Meats, Desserts, Beverages",2000," Chanakyapuri, New Delhi",4.3,1430,618
Qla,"European, Italian, Spanish",3000," Mehrauli, New Delhi",4.3,1147,16
Openhouse Cafe,"North Indian, Chinese, Continental, Mughlai, Beverages",2000," Connaught Place, New Delhi",4.3,5132,0
The Darzi Bar & Kitchen,"North Indian, Chinese, Continental, Pizza, Finger Food, Asian, Desserts, Beverages",1500," Connaught Place, New Delhi",4.3,3831,2
Raftaar - The High Speed Lounge & Bar,"North Indian, Italian, Continental",1700," Punjabi Bagh, New Delhi",4.3,2121,0
Nukkad Cafe & Bar,"Fast Food, Chinese, North Indian, Pasta, Pizza, Beverages",1200," SDA Market, SDA, New Delhi",4.3,1598,0
Sutra Gastropub,"Finger Food, Modern Indian, Asian, Continental, North Indian",1800," Gardens Galleria, Sector 38 Noida, Noida",4.3,995,0
Q'BA,"North Indian, Italian, Street Food, Fast Food, Desserts, Beverages",2000," Connaught Place, New Delhi",4.3,635,32
Uncultured Cafe And Bar,"Continental, Chinese, Italian, Finger Food, Fast Food, North Indian, Desserts, Beverages",1900," Kailash Colony, New Delhi",4.3,3237,24
Nagpal Di Hatti,North Indian,150," Geeta Colony, New Delhi",4.3,1330,9110
Verandah Moonshine,"North Indian, Mediterranean, Chinese, Beverages, Desserts, Momos",1500," Punjabi Bagh, New Delhi",4.3,1842,6
Bakebook,"Cafe, Desserts",500," Anand Vihar, New Delhi",4.3,452,0
Michigan Taps,"Mediterranean, North Indian, Asian, Biryani",1700," Global Foyer Mall, Golf Course Road, Gurgaon",4.3,583,19
Chapter Twelve,"Bar Food, Continental, Chinese, North Indian, Desserts, Beverages",1600," Sector 12, Faridabad",4.3,892,163
Cafe Di Milano,"Cafe, Italian, Chinese, Continental, North Indian, Beverages",700," Sector 13, Dwarka, New Delhi",4.3,1775,527
Castle's Barbeque,"North Indian, Chinese, Fast Food, Beverages",1600," Pacific Mall, Tagore Garden, New Delhi",4.3,1673,114
Cafe Tesu,"Cafe, Mediterranean",1400," Essex Farms, Adchini, New Delhi",4.3,1213,46
Kheer - Roseate House,North Indian,4500," Roseate House, Aerocity, New Delhi",4.3,715,4
DEL - Roseate House,"European, North Indian, Italian, Desserts, Continental",3000," Roseate House, Aerocity, New Delhi",4.3,971,16
Adda By Striker,"North Indian, Chinese, Mexican, Street Food, Fast Food",1000," Sector 29, Gurgaon",4.3,2945,0
Housefull Cafe Lounge,"North Indian, Continental, Chinese",1400," Delhi University-GTB Nagar, New Delhi",4.3,651,602
The Bikers Cafe,"Continental, Desserts, Italian, Japanese, Thai, Chinese, Beverages",1400," Golf Course Road, Gurgaon",4.3,1457,575
Clay 1 Grill,"North Indian, Mughlai, Chinese, Beverages",1000," Moti Nagar, New Delhi",4.3,1411,68
Whisky Samba,"Asian, Sushi, Seafood, Desserts",3800," Two Horizon Center, Golf Course Road, Gurgaon",4.3,1408,21
Teddy Boy,"Thai, Continental, Mexican, Chinese, Beverages, Desserts",2000," Connaught Place, New Delhi",4.3,5366,0
The Flying Saucer Cafe,"Continental, Bar Food",1600," Epicuria Food Mall, Nehru Place, New Delhi",4.3,7930,22
United Coffee House,"Mughlai, Chinese, European, Continental, North Indian, Fast Food, Beverages",2500," Connaught Place, New Delhi",4.3,3582,313
Sidecar,"Continental, Asian",1600," M Block Market, Greater Kailash 2 (GK2), New Delhi",4.3,318,21
Cafe After Hours,"North Indian, Chinese, Continental, Beverages, Thai",1200," City Centre Mall, Sector 12, Dwarka, New Delhi",4.3,1722,4283
Barcode,"North Indian, Chinese, Italian, Continental, Beverages",1600," Sector 9, Dwarka, New Delhi",4.3,1125,2010
Machan - The Taj Mahal Hotel,"Continental, North Indian, Beverages",3500," The Taj Mahal Hotel, Mansingh Road, New Delhi",4.3,924,0
Fig & Maple,"Continental, Italian",2600," Greater Kailash 2 (GK2), New Delhi",4.3,731,105
Ministry Of Sound,"Bar Food, Kebab, North Indian, Continental, Fast Food, Chinese, Desserts, Beverages",3200," Gardens Galleria, Sector 38 Noida, Noida",4.3,831,3
The Flying Dutchman,"Bar Food, Fast Food, North Indian, Chinese, Continental, Italian",1900," Indirapuram Habitat Centre, Indirapuram, Ghaziabad",4.3,2352,100
Jungle Jamboree,"North Indian, Chinese, Italian, Continental",1200," 3C's Mall, Lajpat Nagar, New Delhi",4.3,1381,17
Café Dori,"Cafe, Fast Food, Continental, Desserts, Beverages",1600," Chhatarpur, New Delhi",4.3,1110,0
Kori's,"Korean, Sushi, Japanese, Asian, Salad, Beverages, Desserts",1000," Safdarjung, New Delhi",4.3,892,7119
Melt House,"Sandwich, Fast Food, Burger, Salad, Italian, Continental, Desserts, Beverages",700,"  32nd Avenue, NH8, Gurgaon, Gurgaon",4.3,238,352
Auro Kitchen & Bar,"Continental, Modern Indian, Italian",2000," Hauz Khas, New Delhi",4.3,1925,0
Boombox Brewstreet,"Bar Food, North Indian, Chinese, Continental",1600," Sector 29, Gurgaon",4.3,2142,19
Out Of The Box,"North Indian, Lebanese, Mexican, Italian, American",1500," Khan Market, New Delhi",4.3,2999,120
Jamie Oliver's Italian,"Italian, Pizza, Pasta, Desserts, Beverages",1000," Pacific Mall, Tagore Garden, New Delhi",4.3,1417,959
REVE,"Continental, Desserts, Beverages",1500," Worldmark 1, Aerocity, New Delhi",4.3,281,17
21 Gun Salute,"North Indian, Mughlai, Asian, Continental",2000," Sector 29, Gurgaon",4.3,1771,847
Stellar  Binge,"North Indian, Chinese, Italian, Continental, Mughlai, Kebab, Beverages",1200," Sector 62, Noida",4.3,976,462
The Qube - The Leela Palace,"North Indian, Italian, Asian, Seafood, Continental",3000," The Leela Palace, Chanakyapuri, New Delhi",4.3,650,0
Artusi Ristorante in Piazza Horizon,Italian,2000," Two Horizon Center, Golf Course Road, Gurgaon",4.3,750,72
Kampai,"Japanese, Sushi, Beverages, Asian",3500," Worldmark 1, Aerocity, New Delhi",4.3,418,30
Cafe Another Day,"North Indian, Italian, Chinese, Cafe, Pizza, Biryani, Mughlai, Fast Food",1300," Janakpuri, New Delhi",4.3,489,404
Dhaba - The Claridges,North Indian,4300," The Claridges, Aurangzeb Road, New Delhi",4.3,788,103
AMPM Café & Bar,"Italian, Asian, American, European, Fast Food, Beverages, Desserts",1700," DLF Galleria, DLF Phase 4, Gurgaon",4.3,2713,112
Qbic Cafe & Bar,"Chinese, North Indian, Continental, Italian, Mexican",1800," East Patel Nagar, New Delhi",4.3,509,353
IMLY Courtyard,"Street Food, North Indian, Fast Food, South Indian, Chinese, Beverages, Desserts",1000," Ashok Vihar Phase 2, New Delhi",4.3,1716,2767
Shibuya Food & Bar,"Asian, Japanese, Sushi, Thai, Beverages",1800," Greater Kailash 2 (GK2), New Delhi",4.3,474,241
Ichiban,"Chinese, Thai, Japanese",1200," Pandara Road Market, New Delhi",4.3,1061,558
Hahn's Kitchen,Korean,1800," One Horizon Center, Golf Course Road, Gurgaon",4.3,393,1118
Food Frolic,"North Indian, Chinese, Continental, Mughlai, Fast Food, Beverages",1600," Sector 83, Gurgaon",4.3,851,969
Marv's Pizza,"Pizza, Fast Food, Beverages",500," Indirapuram, Ghaziabad",4.3,341,1983
PAUL,"Bakery, Continental, Italian, Cafe, French, Sandwich, Beverages, Desserts",1400," Ambience Mall, DLF Phase 3, Gurgaon",4.3,762,1656
Too Mikkii Tapas,"Cafe, Italian, Continental, Beverages",700," Chanakyapuri, New Delhi",4.3,1313,49
Malabar Taste Buds,"Kerala, South Indian, Seafood",1000," DLF Phase 3, Gurgaon",4.3,471,7663
Dr. Zombie,"North Indian, Asian, Italian, Sushi, Beverages, Pasta",1700," Connaught Place, New Delhi",4.3,433,4
Karim's,"Mughlai, North Indian, Rolls",700," Jama Masjid, New Delhi",4.3,7027,2
House #309 by Sweet Obsession,"Cafe, Continental, Italian, Bakery, Beverages",1300," South Point Mall, Golf Course Road, Gurgaon",4.3,308,289
Seventh Sense - Seven Seas Hotel,"North Indian, Italian, Continental, Asian",3500," Rohini, New Delhi",4.3,484,0
Helter Skelter,"Italian, Chinese, Continental, Beverages, Pizza, Desserts, Tea, Coffee",1400," SDA Market, SDA, New Delhi",4.3,433,10
Hippie Bus,"Cafe, Italian, Mexican, Chinese, North Indian, Fast Food",800," Anand Vihar, New Delhi",4.3,1320,3215
NYC - Radisson Blu Plaza Delhi Airport,"North Indian, Continental, Italian, Healthy Food, Beverages, Desserts, Bakery",3000," Radisson Blu Plaza Delhi Airport, Mahipalpur, New Delhi",4.3,528,4
Josh - The High Energy Bar,"North Indian, Bar Food, Chinese, Mughlai, Biryani, Desserts, Beverages",1000," Pitampura, New Delhi",4.3,640,55
T.K'S Oriental Grill - Hyatt Regency,"Japanese, Thai, Sushi",4000," Hyatt Regency, Bhikaji Cama Place, New Delhi",4.3,447,25
SAZ - American Brasserie,"American, Italian, Mexican, Burger, Pizza, Fast Food, Beverages",2300," Sunder Nagar, New Delhi",4.3,481,11
Chicken Inn,"North Indian, Mughlai, Chinese, Kebab, Beverages",1500," Pandara Road Market, New Delhi",4.3,1018,491
Guruprasad Udupi,"South Indian, North Indian, Chinese, Beverages",600," Munirka, New Delhi",4.3,875,1
Monsoon,"North Indian, Modern Indian, Beverages",2000," Worldmark 1, Aerocity, New Delhi",4.3,219,3
Sky Route,"North Indian, Chinese, Italian, Continental, Mughlai, Beverages, Mexican, Fast Food",1800," Sector 4, Dwarka, New Delhi",4.3,697,1342
Cafe DEM - Restaurant & Bar,"Finger Food, Mughlai, Chinese, Continental, North Indian",2000," Rohini, New Delhi",4.3,458,529
House of Ming - The Taj Mahal Hotel,Chinese,5500," The Taj Mahal Hotel, Mansingh Road, New Delhi",4.3,528,0
Kwality Dhaba,"North Indian, Chinese, Rolls, Street Food",600," Subhash Nagar, New Delhi",4.3,1313,9332
The Hogwarts Café,"Fast Food, Italian, Beverages",500," Rohini, New Delhi",4.3,943,14
Fat Tiger,"Momos, Fast Food, Beverages",500," Golf Course Road, Gurgaon",4.3,353,235
Starbucks Coffee,"Fast Food, Desserts, Beverages",600," Connaught Place, New Delhi",4.3,3428,523
1911 - The Imperial,"North Indian, South Indian, Fast Food",3000," The Imperial, Janpath, New Delhi",4.3,395,3
Yellow Brick Road - Ambassador,"Continental, North Indian, South Indian, Italian, Beverages",3500," Ambassador, Khan Market, New Delhi",4.3,1045,0
Quaff Microbrewery,"American, Italian, Mughlai",1800," Cyber Hub, DLF Cyber City, Gurgaon",4.3,1203,0
The Burger Club,"Burger, Fast Food, Desserts, Beverages",500," Delhi University-GTB Nagar, New Delhi",4.3,2854,38200
The Ancient Barbeque,"North Indian, Chinese, Mughlai",1500," Sector 63, Noida",4.3,2195,107
MOPP - Mad Over Parathas & Pakodas,"North Indian, Street Food, Beverages, Desserts, Mughlai",350," Sector 31, Gurgaon",4.3,642,5605
Madison & Pike,"Cafe, Beverages, Mexican, Sandwich, Poké, Healthy Food, Desserts",1000," Nirvana Courtyard, Sector 50, Gurgaon",4.3,731,1967
Delhi Darbar Biryani Point,"Biryani, Mughlai",350," Uttam Nagar, New Delhi",4.3,1563,29600
Classic,"Desserts, Ice Cream, Fast Food, Sandwich, Burger",400," Karkardooma, New Delhi",4.3,800,5587
Cilantro - Trident Gurgaon,"North Indian, Italian, Asian, Healthy Food",5000," Trident, Udyog Vihar, Gurgaon",4.3,386,0
PitStop BrewPub,"Bar Food, North Indian, Italian",1800," Sector 29, Gurgaon",4.3,1094,0
The Patiala Kkitchen,"North Indian, Chinese, Beverages",1000," Sector 18, Noida",4.3,1008,700
Barbeque 29,"North Indian, Mughlai",1500," NIT, Faridabad",4.3,460,0
Pebble Street,"Italian, Mexican, Continental, North Indian, Finger Food, Beverages",1800," Community Centre, New Friends Colony, New Delhi",4.3,1370,1327
Kadak Singh Da Dhaba,"North Indian, Chinese, Mughlai, Fast Food, Biryani",500," Karkardooma, New Delhi",4.3,522,23500
